collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,17,GPS_L1,1303676838361413373,9981088.309,-13399373.882,21072552.903,2561.853,243.462,-1080.536,130091.398,0.003,23101310.635,3.897,0.000,6.102,5.100
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,24,GPS_L5,1303676838368658384,-19694994.871,-11108322.247,13996458.876,-785.946,-1649.547,-2334.256,12832.885,0.008,20929310.979,1.199,-2352.494,7.246,2.905
2021-04-28-US-SJC-1,Pixel4,1303676839438,3,9,GLO_G1,1303676838374243139,-6780024.863,-19391237.413,15088909.664,-13.660,-2066.343,-2670.567,-2923.426,0.001,19255043.550,3.897,1145.044,3.525,2.552
2021-04-28-US-SJC-1,Pixel4,1303676839438,6,27,GAL_E1,1303676838359828098,-4531981.474,-23243358.115,17764418.159,519.058,-1706.956,-2100.087,-6320.956,-0.002,23576564.124,3.298,-222.992,3.752,2.659
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,19,GPS_L1,1303676838368437021,341394.373,-14685574.340,21845356.276,2819.008,319.097,157.799,-2055.798,0.001,20995673.937,2.698,0.000,4.232,3.128
2021-04-28-US-SJC-1,Pixel4,1303676839438,5,27,BDS_B1I,1303676838367164541,-13400693.671,-18065756.930,16481614.729,1767.502,665.849,2165.995,156797.840,0.002,21377153.844,2.698,-455.799,3.645,2.492
2021-04-28-US-SJC-1,Pixel4,1303676839438,5,28,BDS_B1I,1303676838359837141,6694141.373,-14376367.056,22961384.442,2412.687,1028.819,-59.307,-24205.467,0.001,23573853.100,3.598,-455.799,5.314,4.038
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,6,GPS_L1,1303676838369240940,-4069254.578,-23387085.831,11912836.603,891.833,1221.369,2721.784,3283.642,0.001,20754665.084,3.598,0.000,3.976,2.807
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,12,GPS_L1,1303676838364395118,-16980711.184,515970.132,20123988.331,1398.228,-2209.317,1235.196,-10186.165,-0.002,22207405.972,4.797,0.000,5.472,4.356
2021-04-28-US-SJC-1,Pixel4,1303676839438,3,19,GLO_G1,1303676838370967285,-823690.597,-12543616.505,22191769.046,2459.999,1796.564,1106.807,-42455.320,-0.000,20237119.873,7.195,1145.044,4.089,3.150
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,14,GPS_L1,1303676838357408087,12689522.000,-23142619.514,2850666.354,444.087,-144.769,-3141.775,27588.524,-0.001,24302065.170,10.493,0.000,9.400,10.470
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,24,GPS_L1,1303676838368650569,-19694994.865,-11108322.234,13996458.894,-785.946,-1649.547,-2334.256,12833.549,0.008,20931653.857,1.799,0.000,4.041,2.905
2021-04-28-US-SJC-1,Pixel4,1303676839438,6,27,GAL_E5A,1303676838359835194,-4531981.471,-23243358.127,17764418.145,519.058,-1706.956,-2100.087,-6321.475,-0.002,23574436.796,1.499,-2353.056,6.728,2.659
2021-04-28-US-SJC-1,Pixel4,1303676839438,5,16,BDS_B1I,1303676838300654792,-11421467.408,21741593.926,34374599.267,-1287.407,-198.676,-313.779,-242293.976,-0.006,41316274.977,4.197,-455.799,8.277,20.485
2021-04-28-US-SJC-1,Pixel4,1303676839438,6,30,GAL_E1,1303676838351085552,10125457.665,-27821932.686,-304589.403,-106.857,-6.959,-3038.127,895734.789,-0.009,26197513.478,9.294,-222.992,8.823,8.329
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,28,GPS_L1,1303676838360620017,10366541.778,-23452503.754,7868701.861,701.681,-625.977,-2980.836,173781.221,-0.001,23339152.780,4.797,0.000,7.159,5.874
2021-04-28-US-SJC-1,Pixel4,1303676839438,6,15,GAL_E5A,1303676838358816325,1051224.492,-20117212.615,21688752.635,1380.383,1686.998,1499.105,244947.044,-0.001,23879886.038,0.600,-2353.056,7.399,3.004
2021-04-28-US-SJC-1,Pixel4,1303676839438,1,6,GPS_L5,1303676838369248778,-4069254.571,-23387085.821,11912836.624,891.833,1221.369,2721.784,3282.645,0.001,20752315.310,1.199,-2352.494,7.129,2.807
2021-04-28-US-SJC-1,Pixel4,1303676839438,6,21,GAL_E5A,1303676838355934940,-15891801.781,-4633334.358,24534185.192,818.126,-2323.140,91.426,-198443.271,-0.001,24743703.530,1.199,-2353.056,7.944,3.324
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,13,GAL_E1,1303676839359099415,-15553867.014,-24268039.983,6706401.163,329.387,607.556,2964.571,124614.563,0.000,23795017.791,13.790,-222.491,4.119,2.879
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,15,GAL_E1,1303676839358808511,1052604.984,-20115525.629,21690251.562,1380.618,1686.999,1498.772,244948.405,-0.001,23882228.617,3.298,-222.491,4.126,3.004
2021-04-28-US-SJC-1,Pixel4,1303676840438,3,16,GLO_G1,1303676839365001023,850281.862,-25553425.522,-752903.129,-144.379,96.500,-3544.181,-4316.486,0.000,22025760.223,5.696,1146.900,6.880,5.405
2021-04-28-US-SJC-1,Pixel4,1303676840438,5,6,BDS_B1I,1303676839301906000,-15222537.696,20895486.264,33706132.328,-1230.495,-92.734,-529.670,98068.723,0.013,40941172.256,13.790,-455.461,8.207,15.327
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,21,GAL_E1,1303676839355928990,-15890983.747,-4635657.519,24534276.431,817.947,-2323.213,91.049,-198442.717,-0.001,24745487.295,5.096,-222.491,4.430,3.324
2021-04-28-US-SJC-1,Pixel4,1303676840438,5,37,BDS_B1I,1303676839361749325,-6985259.746,-26611584.338,4736500.295,79.907,-555.210,-3009.471,-271353.074,0.003,23000594.759,3.598,-455.461,4.723,3.239
2021-04-28-US-SJC-1,Pixel4,1303676840438,3,20,GLO_G1,1303676839372728394,-17291286.821,-16635107.944,8591479.374,834.348,866.435,3362.577,-14438.367,-0.000,19709152.677,8.094,1146.900,3.865,2.819
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,17,GPS_L1,1303676839361411755,9983650.100,-13399130.507,21071472.153,2561.737,243.291,-1080.967,130091.401,0.003,23101795.699,4.197,0.000,6.103,5.101
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,24,GPS_L5,1303676839368658243,-19695780.781,-11109971.648,13994124.472,-785.874,-1649.256,-2334.553,12832.893,0.008,20929353.250,1.799,-2351.902,7.246,2.905
2021-04-28-US-SJC-1,Pixel4,1303676840438,3,9,GLO_G1,1303676839374242913,-6780038.610,-19393303.573,15086238.915,-13.834,-2065.978,-2670.930,-2923.426,0.001,19255111.303,2.998,1146.900,3.525,2.553
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,27,GAL_E1,1303676839359827802,-4531462.519,-23245064.991,17762317.937,518.854,-1706.798,-2100.360,-6320.959,-0.002,23576652.862,2.698,-222.491,3.752,2.659
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,19,GPS_L1,1303676839368435744,344213.398,-14685255.328,21845513.835,2819.049,318.929,157.321,-2055.797,0.001,20996056.772,2.099,0.000,4.232,3.128
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,30,GAL_E5A,1303676839351091253,10125350.753,-27821939.493,-307627.545,-106.960,-6.665,-3038.122,895734.391,-0.009,26195804.361,4.797,-2352.517,15.824,8.331
2021-04-28-US-SJC-1,Pixel4,1303676840438,5,27,BDS_B1I,1303676839367164663,-13398926.032,-18065091.092,16483780.572,1767.774,665.827,2165.692,156797.842,0.002,21377117.269,3.598,-455.461,3.645,2.492
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,2,GPS_L1,1303676839366183111,-13463017.227,-22817850.707,2075623.451,331.773,1.515,3169.941,-179803.970,-0.001,21671379.156,18.287,0.000,4.795,3.342
2021-04-28-US-SJC-1,Pixel4,1303676840438,5,28,BDS_B1I,1303676839359835571,6696554.088,-14375338.322,22961324.924,2412.750,1028.654,-59.728,-24205.466,0.001,23574323.775,3.598,-455.461,5.314,4.038
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,6,GPS_L1,1303676839369241360,-4068362.623,-23385864.339,11915558.261,892.076,1221.612,2721.531,3283.643,0.001,20754539.171,3.598,0.000,3.975,2.807
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,12,GPS_L1,1303676839364396761,-16979312.975,513760.704,20125223.309,1398.186,-2209.530,1234.757,-10186.167,-0.002,22206913.413,3.598,0.000,5.471,4.355
2021-04-28-US-SJC-1,Pixel4,1303676840438,3,19,GLO_G1,1303676839370965617,-821230.464,-12541820.006,22192875.584,2460.276,1796.440,1106.274,-42455.320,-0.000,20237619.927,4.797,1146.900,4.090,3.150
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,14,GPS_L1,1303676839357406406,12689965.975,-23142764.131,2847524.553,443.863,-144.464,-3141.836,27588.523,-0.001,24302569.121,15.889,0.000,9.402,10.474
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,14,GPS_L5,1303676839357414199,12689965.984,-23142764.138,2847524.529,443.863,-144.464,-3141.836,27590.406,-0.001,24300232.838,4.197,-2351.902,16.860,10.474
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,24,GPS_L1,1303676839368650413,-19695780.775,-11109971.635,13994124.490,-785.874,-1649.256,-2334.553,12833.557,0.008,20931700.625,2.698,0.000,4.041,2.905
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,27,GAL_E5A,1303676839359834889,-4531462.515,-23245065.004,17762317.921,518.854,-1706.798,-2100.360,-6321.478,-0.002,23574528.233,0.899,-2352.517,6.728,2.659
2021-04-28-US-SJC-1,Pixel4,1303676840438,5,16,BDS_B1I,1303676839300655085,-11422754.830,21741395.345,34374285.397,-1287.436,-198.487,-313.961,-242293.982,-0.006,41316187.138,5.096,-455.461,8.277,20.483
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,30,GAL_E1,1303676839351084097,10125350.756,-27821939.498,-307627.523,-106.960,-6.665,-3038.122,895734.780,-0.009,26197949.676,11.992,-222.491,8.824,8.331
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,28,GPS_L1,1303676839360618763,10367243.332,-23453129.601,7865720.947,701.431,-625.719,-2980.999,173781.220,-0.001,23339528.720,5.096,0.000,7.160,5.875
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,15,GAL_E5A,1303676839358815604,1052604.991,-20115525.617,21690251.573,1380.618,1686.999,1498.772,244947.044,-0.001,23880102.189,0.600,-2352.517,7.400,3.004
2021-04-28-US-SJC-1,Pixel4,1303676840438,1,6,GPS_L5,1303676839369249188,-4068362.616,-23385864.330,11915558.283,892.076,1221.612,2721.531,3282.646,0.001,20752192.396,1.499,-2351.902,7.129,2.807
2021-04-28-US-SJC-1,Pixel4,1303676840438,6,21,GAL_E5A,1303676839355936067,-15890983.744,-4635657.537,24534276.430,817.947,-2323.213,91.049,-198443.272,-0.001,24743365.664,2.099,-2352.517,7.944,3.324
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,13,GAL_E1,1303676840359100532,-15553537.504,-24267432.329,6709365.686,329.632,607.752,2964.468,124614.563,0.000,23794682.923,15.889,-217.023,4.118,2.879
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,15,GAL_E1,1303676840358807772,1053985.718,-20113838.631,21691750.166,1380.853,1687.000,1498.439,244948.404,-0.001,23882450.163,3.598,-217.023,4.127,3.005
2021-04-28-US-SJC-1,Pixel4,1303676841438,3,16,GLO_G1,1303676840364998923,850137.482,-25553328.775,-756447.294,-144.381,96.994,-3544.163,-4316.486,0.000,22026389.787,7.195,1149.219,6.881,5.406
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,21,GAL_E1,1303676840355930107,-15890165.889,-4637980.771,24534367.291,817.767,-2323.286,90.672,-198442.718,-0.001,24745152.427,3.598,-217.023,4.430,3.324
2021-04-28-US-SJC-1,Pixel4,1303676841438,5,37,BDS_B1I,1303676840361747942,-6985179.834,-26612139.379,4733490.785,79.917,-554.876,-3009.557,-271353.071,0.003,23001009.372,2.998,-450.505,4.723,3.240
2021-04-28-US-SJC-1,Pixel4,1303676841438,3,20,GLO_G1,1303676840372729584,-17290452.247,-16634241.412,8594841.851,834.799,866.625,3362.370,-14438.368,-0.000,19708795.924,7.195,1149.219,3.865,2.819
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,17,GPS_L1,1303676840361410093,9986211.774,-13398887.302,21070390.971,2561.621,243.121,-1081.399,130091.404,0.003,23102293.954,3.298,0.000,6.104,5.102
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,24,GPS_L5,1303676840368658107,-19696566.619,-11111620.758,13991789.770,-785.802,-1648.965,-2334.850,12832.901,0.008,20929394.021,2.398,-2346.190,7.247,2.905
2021-04-28-US-SJC-1,Pixel4,1303676841438,3,9,GLO_G1,1303676840374242706,-6780052.531,-19395369.367,15083567.804,-14.008,-2065.612,-2671.294,-2923.425,0.001,19255173.360,4.197,1149.219,3.525,2.553
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,27,GAL_E1,1303676840359827493,-4530943.766,-23246771.710,17760217.440,518.651,-1706.640,-2100.633,-6320.961,-0.002,23576745.498,3.298,-217.023,3.752,2.659
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,19,GPS_L1,1303676840368434482,347032.464,-14684936.485,21845670.917,2819.090,318.760,156.844,-2055.797,0.001,20996435.110,1.799,0.000,4.233,3.128
2021-04-28-US-SJC-1,Pixel4,1303676841438,5,27,BDS_B1I,1303676840367164777,-13397158.121,-18064425.276,16485946.113,1768.046,665.805,2165.389,156797.844,0.002,21377083.093,3.298,-450.505,3.645,2.492
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,2,GPS_L1,1303676840366184673,-13462685.346,-22817849.034,2078793.374,331.988,1.830,3169.896,-179803.970,-0.001,21670910.880,18.287,0.000,4.795,3.341
2021-04-28-US-SJC-1,Pixel4,1303676841438,5,28,BDS_B1I,1303676840359833982,6698966.866,-14374309.753,22961264.985,2412.813,1028.489,-60.149,-24205.465,0.001,23574800.145,4.797,-450.505,5.315,4.039
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,6,GPS_L1,1303676840369241786,-4067470.424,-23384642.605,11918279.666,892.319,1221.855,2721.277,3283.644,0.001,20754411.459,3.897,0.000,3.975,2.806
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,12,GPS_L1,1303676840364398387,-16977914.809,511551.064,20126457.847,1398.144,-2209.742,1234.318,-10186.169,-0.002,22206425.951,3.897,0.000,5.471,4.354
2021-04-28-US-SJC-1,Pixel4,1303676841438,3,19,GLO_G1,1303676840370963969,-818770.053,-12540023.631,22193981.589,2460.554,1796.315,1105.741,-42455.320,-0.000,20238113.985,5.696,1149.219,4.090,3.150
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,14,GPS_L1,1303676840357404586,12690409.725,-23142908.441,2844382.692,443.639,-144.158,-3141.897,27588.522,-0.001,24303114.743,11.992,0.000,9.403,10.477
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,24,GPS_L1,1303676840368650290,-19696566.613,-11111620.745,13991789.789,-785.802,-1648.965,-2334.850,12833.566,0.008,20931737.499,2.998,0.000,4.041,2.905
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,27,GAL_E5A,1303676840359834588,-4530943.762,-23246771.723,17760217.425,518.651,-1706.640,-2100.633,-6321.480,-0.002,23574618.471,0.899,-2348.685,6.729,2.659
2021-04-28-US-SJC-1,Pixel4,1303676841438,5,16,BDS_B1I,1303676840300655401,-11424042.282,21741196.952,34373971.345,-1287.466,-198.299,-314.143,-242293.988,-0.006,41316092.404,6.296,-450.505,8.278,20.481
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,30,GAL_E1,1303676840351082697,10125243.745,-27821946.015,-310665.639,-107.063,-6.370,-3038.117,895734.771,-0.009,26198369.386,11.992,-217.023,8.825,8.333
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,28,GPS_L1,1303676840360617442,10367944.637,-23453755.190,7862739.871,701.181,-625.462,-2981.161,173781.219,-0.001,23339924.746,5.696,0.000,7.161,5.876
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,15,GAL_E5A,1303676840358814869,1053985.727,-20113838.619,21691750.177,1380.854,1687.000,1498.438,244947.043,-0.001,23880322.536,1.199,-2348.685,7.400,3.005
2021-04-28-US-SJC-1,Pixel4,1303676841438,1,6,GPS_L5,1303676840369249592,-4067470.417,-23384642.595,11918279.688,892.319,1221.855,2721.277,3282.647,0.001,20752071.279,2.398,-2346.190,7.129,2.806
2021-04-28-US-SJC-1,Pixel4,1303676841438,6,21,GAL_E5A,1303676840355937200,-15890165.886,-4637980.789,24534367.290,817.768,-2323.286,90.672,-198443.272,-0.001,24743025.999,3.298,-2348.685,7.944,3.324
2021-04-28-US-SJC-1,Pixel4,1303676842438,6,13,GAL_E1,1303676841359101701,-15553207.749,-24266824.478,6712330.106,329.877,607.948,2964.365,124614.563,0.000,23794332.466,11.992,-223.826,4.118,2.879
2021-04-28-US-SJC-1,Pixel4,1303676842438,6,15,GAL_E1,1303676841358807059,1055366.688,-20112151.632,21693248.437,1381.089,1687.001,1498.105,244948.403,-0.001,23882663.915,6.296,-223.826,4.127,3.005
2021-04-28-US-SJC-1,Pixel4,1303676842438,3,16,GLO_G1,1303676841364996832,849993.101,-25553231.534,-759991.441,-144.383,97.488,-3544.145,-4316.486,0.000,22027016.653,6.296,1147.775,6.882,5.407
2021-04-28-US-SJC-1,Pixel4,1303676842438,6,21,GAL_E1,1303676841355931246,-15889348.211,-4640304.096,24534457.774,817.588,-2323.358,90.294,-198442.719,-0.001,24744810.963,2.398,-223.826,4.429,3.323
2021-04-28-US-SJC-1,Pixel4,1303676842438,5,37,BDS_B1I,1303676841361746560,-6985099.913,-26612694.086,4730481.188,79.926,-554.541,-3009.644,-271353.068,0.003,23001423.685,2.698,-453.229,4.724,3.240
2021-04-28-US-SJC-1,Pixel4,1303676842438,3,20,GLO_G1,1303676841372730699,-17289617.221,-16633374.691,8598204.121,835.250,866.816,3362.163,-14438.368,-0.000,19708461.655,9.294,1147.775,3.864,2.819
2021-04-28-US-SJC-1,Pixel4,1303676842438,1,17,GPS_L1,1303676841361408442,9988773.333,-13398644.267,21069309.357,2561.505,242.951,-1081.831,130091.407,0.003,23102788.911,5.696,0.000,6.104,5.102
2021-04-28-US-SJC-1,Pixel4,1303676842438,1,24,GPS_L5,1303676841368657992,-19697352.385,-11113269.577,13989454.773,-785.730,-1648.674,-2335.146,12832.910,0.008,20929428.498,1.799,-2352.241,7.247,2.905
2021-04-28-US-SJC-1,Pixel4,1303676842438,3,9,GLO_G1,1303676841374242486,-6780066.626,-19397434.795,15080896.329,-14.182,-2065.246,-2671.657,-2923.424,0.001,19255239.315,3.298,1147.775,3.525,2.553
2021-04-28-US-SJC-1,Pixel4,1303676842438,6,27,GAL_E1,1303676841359827202,-4530425.217,-23248478.271,17758116.671,518.447,-1706.483,-2100.906,-6320.964,-0.002,23576832.738,4.197,-223.826,3.752,2.659
2021-04-28-US-SJC-1,Pixel4,1303676842438,1,19,GPS_L1,1303676841368433193,349851.571,-14684617.810,21845827.522,2819.131,318.592,156.367,-2055.796,0.001,20996821.542,2.398,0.000,4.233,3.129
2021-04-28-US-SJC-1,Pixel4,1303676842438,5,27,BDS_B1I,1303676841367164888,-13395389.938,-18063759.482,16488111.350,1768.319,665.783,2165.086,156797.846,0.002,21377049.816,2.698,-453.229,3.645,2.492
