collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2021-04-22-US-SJC-1,Pixel4,1303162149446,37.333866573,-121.8889842834,58.59,1899.45,0.0,0.0,5.64,240.1
2021-04-22-US-SJC-1,Pixel4,1303162150446,37.3339098736,-121.889015657,58.56,1900.45,0.0,0.0,5.45,240.15
2021-04-22-US-SJC-1,Pixel4,1303162151446,37.3339514526,-121.8890459587,58.56,1901.45,0.0,0.0,5.25,239.8
2021-04-22-US-SJC-1,Pixel4,1303162152446,37.3339914531,-121.889075428,58.58,1902.45,0.0,0.0,5.04,239.6
2021-04-22-US-SJC-1,Pixel4,1303162153446,37.3340297835,-121.8891038739,58.6,1903.45,0.0,0.0,4.86,239.4
2021-04-22-US-SJC-1,Pixel4,1303162154446,37.3340663933,-121.8891313994,58.61,1904.45,0.0,0.0,4.63,239.2
2021-04-22-US-SJC-1,Pixel4,1303162155446,37.3341030578,-121.8891589341,58.65,1905.45,0.0,0.0,5.01,239.1
2021-04-22-US-SJC-1,Pixel4,1303162156446,37.3341399725,-121.8891869169,58.71,1906.45,0.0,0.0,3.69,238.9
2021-04-22-US-SJC-1,Pixel4,1303162157446,37.3341567288,-121.8891997891,58.72,1907.45,0.0,0.0,1.16,238.9
2021-04-22-US-SJC-1,Pixel4,1303162158446,37.3341667228,-121.8892076062,58.72,1908.45,0.0,0.0,1.59,239.35
2021-04-22-US-SJC-1,Pixel4,1303162159446,37.3341852822,-121.8892214764,58.72,1909.45,0.0,0.0,3.28,239.9
2021-04-22-US-SJC-1,Pixel4,1303162160446,37.3342200201,-121.8892466816,58.81,1910.45,0.0,0.0,5.55,239.95
2021-04-22-US-SJC-1,Pixel4,1303162161446,37.3342701567,-121.8892833349,58.98,1911.45,0.0,0.0,7.22,239.3
2021-04-22-US-SJC-1,Pixel4,1303162162446,37.3343305025,-121.889329366,58.95,1912.45,0.0,0.0,8.46,238.5
2021-04-22-US-SJC-1,Pixel4,1303162163446,37.334398312,-121.8893819997,58.88,1913.45,0.0,0.0,9.0,238.0
2021-04-22-US-SJC-1,Pixel4,1303162164446,37.3344676093,-121.8894358798,58.75,1914.45,0.0,0.0,8.98,238.75
2021-04-22-US-SJC-1,Pixel4,1303162165446,37.3345360785,-121.8894873847,58.69,1915.45,0.0,0.0,8.62,239.65
2021-04-22-US-SJC-1,Pixel4,1303162166446,37.334600598,-121.8895345898,58.65,1916.45,0.0,0.0,7.88,240.15
2021-04-22-US-SJC-1,Pixel4,1303162167446,37.3346582608,-121.8895761104,58.68,1917.45,0.0,0.0,6.92,240.2
2021-04-22-US-SJC-1,Pixel4,1303162168446,37.3347096161,-121.8896137282,58.7,1918.45,0.0,0.0,6.51,239.2
2021-04-22-US-SJC-1,Pixel4,1303162169446,37.3347592377,-121.8896511993,58.67,1919.45,0.0,0.0,6.38,239.0
2021-04-22-US-SJC-1,Pixel4,1303162170446,37.3348078853,-121.8896879084,58.62,1920.45,0.0,0.0,6.25,239.3
2021-04-22-US-SJC-1,Pixel4,1303162171446,37.3348552858,-121.8897233471,58.63,1921.45,0.0,0.0,6.0,239.2
2021-04-22-US-SJC-1,Pixel4,1303162172446,37.3349012954,-121.889757824,58.64,1922.45,0.0,0.0,6.07,239.3
2021-04-22-US-SJC-1,Pixel4,1303162173446,37.3349492744,-121.8897939166,58.64,1923.45,0.0,0.0,6.38,239.1
2021-04-22-US-SJC-1,Pixel4,1303162174446,37.3349978958,-121.8898309865,58.63,1924.45,0.0,0.0,6.3,238.4
2021-04-22-US-SJC-1,Pixel4,1303162175446,37.3350453775,-121.889867882,58.63,1925.45,0.0,0.0,6.12,238.4
2021-04-22-US-SJC-1,Pixel4,1303162176446,37.3350916037,-121.8899037658,58.6,1926.45,0.0,0.0,5.94,238.55
2021-04-22-US-SJC-1,Pixel4,1303162177446,37.3351367143,-121.8899382622,58.61,1927.45,0.0,0.0,5.74,239.25
2021-04-22-US-SJC-1,Pixel4,1303162178446,37.3351809843,-121.8899707622,58.63,1928.45,0.0,0.0,5.56,240.2
2021-04-22-US-SJC-1,Pixel4,1303162179446,37.3352243859,-121.8900016186,58.59,1929.45,0.0,0.0,5.53,240.75
2021-04-22-US-SJC-1,Pixel4,1303162180446,37.3352704134,-121.8900337716,58.57,1930.45,0.0,0.0,6.09,240.6
2021-04-22-US-SJC-1,Pixel4,1303162181446,37.3353185061,-121.8900673309,58.54,1931.45,0.0,0.0,6.02,241.05
2021-04-22-US-SJC-1,Pixel4,1303162182446,37.3353672702,-121.890100137,58.5,1932.45,0.0,0.0,6.2,242.39
2021-04-22-US-SJC-1,Pixel4,1303162183446,37.3354186692,-121.8901327039,58.5,1933.45,0.0,0.0,6.43,243.4
2021-04-22-US-SJC-1,Pixel4,1303162184446,37.3354714621,-121.8901648774,58.53,1934.45,0.0,0.0,6.61,243.8
2021-04-22-US-SJC-1,Pixel4,1303162185446,37.3355249453,-121.8901975867,58.48,1935.45,0.0,0.0,6.58,243.3
2021-04-22-US-SJC-1,Pixel4,1303162186446,37.3355765417,-121.890230089,58.46,1936.45,0.0,0.0,6.3,242.05
2021-04-22-US-SJC-1,Pixel4,1303162187446,37.3356238094,-121.8902613601,58.45,1937.45,0.0,0.0,5.53,241.35
2021-04-22-US-SJC-1,Pixel4,1303162188446,37.3356650368,-121.89028914,58.42,1938.45,0.0,0.0,5.02,240.85
2021-04-22-US-SJC-1,Pixel4,1303162189446,37.3357030573,-121.8903154621,58.39,1939.45,0.0,0.0,4.71,239.85
2021-04-22-US-SJC-1,Pixel4,1303162190446,37.3357389616,-121.8903411719,58.36,1940.45,0.0,0.0,4.55,239.2
2021-04-22-US-SJC-1,Pixel4,1303162191446,37.3357737321,-121.8903666408,58.34,1941.45,0.0,0.0,4.42,238.7
2021-04-22-US-SJC-1,Pixel4,1303162192446,37.3358074918,-121.8903916807,58.33,1942.45,0.0,0.0,4.27,238.55
2021-04-22-US-SJC-1,Pixel4,1303162193446,37.3358403595,-121.8904159163,58.3,1943.45,0.0,0.0,4.17,238.4
2021-04-22-US-SJC-1,Pixel4,1303162194446,37.3358722246,-121.8904395744,58.3,1944.45,0.0,0.0,4.06,238.15
2021-04-22-US-SJC-1,Pixel4,1303162195446,37.335902946,-121.8904627657,58.26,1945.45,0.0,0.0,3.91,237.85
2021-04-22-US-SJC-1,Pixel4,1303162196446,37.3359362353,-121.8904872392,58.23,1946.45,0.0,0.0,4.6,239.14
2021-04-22-US-SJC-1,Pixel4,1303162197446,37.3359756316,-121.8905141546,58.28,1947.45,0.0,0.0,4.84,242.04
2021-04-22-US-SJC-1,Pixel4,1303162198446,37.3360162706,-121.8905384187,58.27,1948.45,0.0,0.0,4.58,248.06
2021-04-22-US-SJC-1,Pixel4,1303162199446,37.3360589339,-121.8905545514,58.34,1949.45,0.0,0.0,4.19,259.79
2021-04-22-US-SJC-1,Pixel4,1303162200446,37.3361023287,-121.8905579008,58.33,1950.45,0.0,0.0,3.94,276.08
2021-04-22-US-SJC-1,Pixel4,1303162201446,37.3361428106,-121.8905458493,58.34,1951.45,0.0,0.0,3.65,293.48
2021-04-22-US-SJC-1,Pixel4,1303162202446,37.3361764211,-121.8905216468,58.35,1952.45,0.0,0.0,3.65,307.46
2021-04-22-US-SJC-1,Pixel4,1303162203446,37.3362035565,-121.8904920151,58.31,1953.45,0.0,0.0,3.65,314.08
2021-04-22-US-SJC-1,Pixel4,1303162204446,37.3362292908,-121.8904585114,58.28,1954.45,0.0,0.0,4.37,318.18
2021-04-22-US-SJC-1,Pixel4,1303162205446,37.336258219,-121.8904150689,58.29,1955.45,0.0,0.0,5.04,322.68
2021-04-22-US-SJC-1,Pixel4,1303162206446,37.3362852386,-121.8903682838,58.3,1956.45,0.0,0.0,4.81,325.45
2021-04-22-US-SJC-1,Pixel4,1303162207446,37.336309234,-121.8903237601,58.28,1957.45,0.0,0.0,4.58,326.45
2021-04-22-US-SJC-1,Pixel4,1303162208446,37.3363316855,-121.8902804038,58.24,1958.45,0.0,0.0,4.48,327.55
2021-04-22-US-SJC-1,Pixel4,1303162209446,37.3363529017,-121.8902376754,58.21,1959.45,0.0,0.0,4.37,328.35
2021-04-22-US-SJC-1,Pixel4,1303162210446,37.3363738233,-121.8901942671,58.18,1960.45,0.0,0.0,4.73,329.2
2021-04-22-US-SJC-1,Pixel4,1303162211446,37.3363973066,-121.8901440679,58.13,1961.45,0.0,0.0,5.55,329.7
2021-04-22-US-SJC-1,Pixel4,1303162212446,37.3364248315,-121.8900848615,58.07,1962.45,0.0,0.0,6.63,329.7
2021-04-22-US-SJC-1,Pixel4,1303162213446,37.3364570207,-121.8900158262,58.01,1963.45,0.0,0.0,7.46,329.35
2021-04-22-US-SJC-1,Pixel4,1303162214446,37.336491671,-121.8899423572,57.99,1964.45,0.0,0.0,7.67,329.1
2021-04-22-US-SJC-1,Pixel4,1303162215446,37.336526927,-121.8898684945,57.96,1965.45,0.0,0.0,7.56,329.15
2021-04-22-US-SJC-1,Pixel4,1303162216446,37.3365619052,-121.8897949169,57.92,1966.45,0.0,0.0,7.51,329.75
2021-04-22-US-SJC-1,Pixel4,1303162217446,37.3365961112,-121.8897216691,57.84,1967.45,0.0,0.0,7.48,330.0
2021-04-22-US-SJC-1,Pixel4,1303162218446,37.3366301041,-121.889647928,57.69,1968.45,0.0,0.0,7.82,329.95
2021-04-22-US-SJC-1,Pixel4,1303162219446,37.3366676525,-121.8895672558,57.61,1969.45,0.0,0.0,8.77,329.45
2021-04-22-US-SJC-1,Pixel4,1303162220446,37.3367083764,-121.8894805128,57.54,1970.45,0.0,0.0,8.95,328.7
