collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
2021-04-29-US-SJC-2,Pixel4,1303758645435,3,9,GLO_G1,1303758644367959811,1133738.404,-21840340.588,13084008.826,530.252,-1712.531,-2914.144,-2877.062,0.001,20181163.16,6.296,1123.398,3.811,3.162
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,19,GPS_L1,1303758644368386675,-10623692.314,-17337101.961,16860269.058,2045.678,787.878,2053.613,-1929.881,0.001,20053192.552,3.598,0.0,3.142,2.487
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,30,GAL_E5A,1303758644346121127,-22251146.528,10678808.884,16319025.427,1063.736,-1250.064,2267.963,894982.995,-0.009,26728235.916,3.298,-2365.107,12.537,11.806
2021-04-29-US-SJC-2,Pixel4,1303758645435,3,1,GLO_G1,1303758644355519783,-17324373.031,10701393.16,15380934.959,-2050.027,482.295,-2644.199,23579.572,0.0,23910589.732,23.983,1123.398,7.043,18.514
2021-04-29-US-SJC-2,Pixel4,1303758645435,5,23,BDS_B1I,1303758644362434251,-9612394.526,-18923796.776,18119992.952,479.909,-2017.541,-1852.711,-268755.188,-0.002,21837684.374,8.094,-454.979,3.214,2.499
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,2,GAL_E1,1303758644355227983,-14382835.922,-8338501.422,24484994.065,1508.212,-1941.112,226.089,64647.497,0.001,23998069.171,2.398,-231.429,3.524,2.964
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,8,GAL_E1,1303758644351720931,-28323465.252,2287732.149,8321104.079,-833.497,-52.185,-2823.823,1801744.394,-0.002,25049456.91,7.195,-231.429,6.493,7.317
2021-04-29-US-SJC-2,Pixel4,1303758645435,5,25,BDS_B1I,1303758644355050234,1956090.138,-27627451.787,3495219.059,217.309,-370.032,-3039.881,-277241.047,0.002,24051356.981,6.296,-454.979,5.47,4.336
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,7,GAL_E5A,1303758644341020496,-14499291.643,13721280.774,21869983.776,-2174.062,-269.046,-1272.247,-159397.899,-0.001,28257366.621,1.199,-2365.107,12.621,17.69
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,2,GPS_L1,1303758644354690195,-13495352.56,-19536024.789,-11198210.889,-159.568,-1536.797,2721.16,-179883.191,-0.002,24159293.957,8.094,0.0,8.725,10.25
2021-04-29-US-SJC-2,Pixel4,1303758645435,5,28,BDS_B1I,1303758644358649474,-19806267.91,-19518155.09,2359382.0,276.105,93.975,3093.855,-24093.19,0.001,22972331.974,3.897,-454.979,4.371,3.438
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,11,GAL_E5A,1303758644358768398,5831816.254,-20544529.367,20477327.558,726.035,1928.584,1729.216,1810537.628,-0.013,22936679.456,1.799,-2365.107,7.622,3.514
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,6,GPS_L1,1303758644360661496,-6103544.241,-25770690.727,-1479762.071,171.26,-232.694,3222.572,3364.166,0.001,22369142.953,2.998,0.0,5.442,4.365
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,12,GPS_L1,1303758644353777056,-22656362.477,7729900.496,11094616.609,1019.314,-1056.163,2768.669,-10308.857,-0.002,24433046.143,6.296,0.0,7.27,12.644
2021-04-29-US-SJC-2,Pixel4,1303758645435,3,19,GLO_G1,1303758644364013402,5020824.47,-10163267.728,22847148.481,1853.14,2529.267,717.959,-42493.858,-0.0,21364266.814,4.797,1123.398,4.66,4.316
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,36,GAL_E5A,1303758644353937085,-8405385.977,-27928289.053,5012392.542,54.128,524.579,3015.678,-60073.187,-0.002,24385070.655,1.499,-2365.107,7.211,3.168
2021-04-29-US-SJC-2,Pixel4,1303758645435,3,21,GLO_G1,1303758644358996825,-17816849.175,-16260440.592,-8331295.977,-888.037,-751.177,3364.538,-61552.697,-0.001,22868198.764,1.799,1123.398,7.42,7.954
2021-04-29-US-SJC-2,Pixel4,1303758645435,5,11,BDS_B1I,1303758644358841601,3760673.945,-16301691.545,22398349.031,1905.42,1684.739,905.45,93657.476,0.007,22914733.748,4.197,-454.979,4.177,3.43
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,24,GAL_E1,1303758644340520267,17317274.563,-23975109.383,1483405.951,10.314,-182.241,-3032.406,-261876.766,-0.006,28407331.502,9.294,-231.429,10.17,18.964
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,14,GPS_L1,1303758644360844180,8266416.449,-20230307.638,15067646.799,1628.762,-1033.271,-2281.534,27492.027,-0.001,22314375.668,8.094,0.0,5.068,4.273
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,14,GPS_L5,1303758644360852183,8266416.462,-20230307.646,15067646.78,1628.762,-1033.271,-2281.534,27493.909,-0.001,22311976.429,1.499,-2375.008,9.088,4.273
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,25,GAL_E5A,1303758644354192651,1461527.595,-22771045.929,18859798.686,1096.921,-1543.397,-1948.245,-159597.856,-0.0,24308453.896,0.899,-2365.107,6.684,3.023
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,24,GPS_L1,1303758644362400691,-16274115.333,-1551368.083,20746050.668,-648.671,-2615.337,-657.007,13505.839,0.008,21847745.409,1.799,0.0,4.346,3.845
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,30,GAL_E1,1303758644346114036,-22251146.535,10678808.897,16319025.413,1063.736,-1250.064,2267.963,894983.301,-0.009,26730361.744,18.287,-231.429,6.991,11.806
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,28,GPS_L1,1303758644362197952,4666138.85,-19014822.686,18593503.177,1876.194,-1225.652,-1758.215,173629.036,-0.0,21908525.032,4.197,0.0,4.206,3.47
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,36,GAL_E1,1303758644353929991,-8405385.982,-27928289.064,5012392.521,54.128,524.579,3015.678,-60071.955,-0.002,24387197.383,4.797,-231.429,4.021,3.168
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,6,GPS_L5,1303758644360669309,-6103544.24,-25770690.729,-1479762.046,171.26,-232.694,3222.572,3363.169,0.001,22366800.675,1.199,-2375.008,9.759,4.365
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,1,GPS_L1,1303758644353757557,14080259.44,-3892148.112,21915377.875,553.549,2784.992,170.995,210752.216,-0.004,24438891.796,5.096,0.0,7.437,16.049
2021-04-29-US-SJC-2,Pixel4,1303758645435,1,30,GPS_L1,1303758644355631198,78692.831,-25718607.589,-6067219.343,490.099,712.364,-3008.512,-125768.627,-0.002,23877188.355,5.696,0.0,8.055,8.008
2021-04-29-US-SJC-2,Pixel4,1303758645435,6,7,GAL_E1,1303758644341013420,-14499291.629,13721280.775,21869983.784,-2174.062,-269.046,-1272.247,-159396.696,-0.001,28259487.952,3.897,-231.429,7.038,17.69
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,8,GAL_E5A,1303758645351727001,-28324298.613,2287680.014,8318280.173,-833.22,-52.087,-2823.951,1801745.366,-0.002,25047637.17,1.799,-2356.138,11.645,7.318
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,11,GAL_E1,1303758645358760810,5832542.395,-20542600.747,20479056.602,726.257,1928.685,1728.901,1810534.351,-0.013,22938954.281,5.096,-227.729,4.25,3.514
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,1,GPS_L5,1303758645353763583,14080813.079,-3889363.112,21915548.631,553.723,2784.975,170.516,210750.994,-0.004,24437085.246,2.099,-2357.21,13.337,16.057
2021-04-29-US-SJC-2,Pixel4,1303758646435,3,16,GLO_G1,1303758645355517836,9858459.291,-23374698.684,-3284051.124,-280.02,372.951,-3509.702,-4327.654,-0.0,23911173.428,11.992,1143.623,10.007,17.125
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,13,GPS_L1,1303758645358265347,-22778856.791,-13504895.471,-2967181.063,430.134,-60.91,-3153.327,37749.872,0.002,23087490.352,5.696,0.0,6.1,5.435
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,25,GAL_E1,1303758645354185049,1462624.388,-22772589.28,18857850.311,1096.68,-1543.328,-1948.535,-159597.026,-0.0,24310732.918,3.298,-227.729,3.728,3.023
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,17,GPS_L1,1303758645364737636,-1343160.592,-16068117.424,21531365.772,2453.7,944.765,875.723,130238.674,0.003,21147146.923,2.398,0.0,3.542,2.918
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,24,GPS_L5,1303758645362409944,-16274764.069,-1553983.384,20745393.429,-648.787,-2615.217,-657.456,13505.182,0.008,21844971.429,3.598,-2357.21,7.794,3.845
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,15,GPS_L1,1303758645356248801,-26265319.163,-2579220.175,3996937.536,-462.987,-457.626,-3025.353,-45813.414,0.001,23692035.634,4.797,0.0,6.389,6.603
2021-04-29-US-SJC-2,Pixel4,1303758646435,3,9,GLO_G1,1303758645367959033,1134268.52,-21842052.951,13081094.527,529.981,-1712.199,-2914.459,-2877.061,0.001,20181396.398,7.195,1143.623,3.812,3.162
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,19,GPS_L1,1303758645368386651,-10621646.491,-17336314.091,16862322.488,2045.967,787.862,2053.249,-1929.88,0.001,20053199.747,3.298,0.0,3.142,2.487
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,30,GAL_E5A,1303758645346122504,-22250082.77,10677558.687,16321293.266,1063.777,-1250.327,2267.711,894982.986,-0.009,26727823.102,3.598,-2356.138,12.537,11.802
2021-04-29-US-SJC-2,Pixel4,1303758646435,5,23,BDS_B1I,1303758645362434285,-9611914.702,-18925814.229,18118140.075,479.74,-2017.365,-1853.043,-268755.19,-0.002,21837674.181,7.195,-454.581,3.214,2.499
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,2,GAL_E1,1303758645355228719,-14381327.779,-8340442.604,24485219.966,1508.073,-1941.248,225.713,64647.498,0.001,23997848.524,2.698,-227.729,3.524,2.964
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,8,GAL_E1,1303758645351719894,-28324298.61,2287680.013,8318280.194,-833.22,-52.087,-2823.951,1801744.393,-0.002,25049767.795,6.296,-227.729,6.494,7.318
2021-04-29-US-SJC-2,Pixel4,1303758646435,5,25,BDS_B1I,1303758645355048784,1956307.407,-27627821.654,3492179.151,217.229,-369.704,-3039.945,-277241.045,0.002,24051791.68,9.294,-454.581,5.471,4.337
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,7,GAL_E5A,1303758645341020764,-14501465.652,13721011.817,21868711.36,-2173.956,-268.867,-1272.583,-159397.9,-0.001,28257286.276,1.499,-2356.138,12.622,17.689
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,2,GPS_L1,1303758645354692554,-13495512.128,-19537561.415,-11195489.599,-159.566,-1536.447,2721.406,-179883.193,-0.002,24158586.747,6.296,0.0,8.724,10.245
2021-04-29-US-SJC-2,Pixel4,1303758646435,5,28,BDS_B1I,1303758645358651052,-19805991.669,-19518061.008,2362475.838,276.376,94.188,3093.811,-24093.188,0.001,22971858.902,3.897,-454.581,4.37,3.437
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,11,GAL_E5A,1303758645358767910,5832542.4,-20542600.734,20479056.615,726.257,1928.685,1728.901,1810537.614,-0.013,22936825.754,1.199,-2356.138,7.622,3.514
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,6,GPS_L1,1303758645360663392,-6103372.949,-25770923.226,-1476539.477,171.324,-232.305,3222.604,3364.167,0.001,22368574.547,3.298,0.0,5.441,4.364
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,12,GPS_L1,1303758645353778923,-22655343.053,7728844.194,11097385.163,1019.531,-1056.438,2768.428,-10308.859,-0.002,24432486.43,7.195,0.0,7.269,12.639
2021-04-29-US-SJC-2,Pixel4,1303758646435,3,19,GLO_G1,1303758645364011306,5022677.743,-10160738.507,22847866.164,1853.415,2529.187,717.41,-42493.858,-0.0,21364895.179,4.197,1143.623,4.66,4.317
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,36,GAL_E5A,1303758645353938336,-8405331.768,-27927764.337,5015408.185,54.289,524.852,3015.601,-60073.188,-0.002,24384695.615,1.499,-2356.138,7.211,3.167
2021-04-29-US-SJC-2,Pixel4,1303758646435,3,21,GLO_G1,1303758645358999531,-17817737.103,-16261191.554,-8327931.329,-887.814,-750.744,3364.738,-61552.698,-0.001,22867387.526,3.598,1143.623,7.419,7.951
2021-04-29-US-SJC-2,Pixel4,1303758646435,5,11,BDS_B1I,1303758645358840336,3762579.461,-16300006.843,22399254.276,1905.617,1684.672,905.042,93657.483,0.007,22915112.986,3.298,-454.581,4.177,3.43
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,24,GAL_E1,1303758645340518973,17317284.777,-23975291.504,1480373.538,10.114,-182.002,-3032.428,-261876.772,-0.006,28407719.434,13.79,-227.729,10.171,18.972
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,14,GPS_L1,1303758645360842971,8268045.067,-20231340.865,15065365.106,1628.479,-1033.185,-2281.855,27492.025,-0.001,22314738.117,8.094,0.0,5.069,4.273
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,14,GPS_L5,1303758645360850881,8268045.08,-20231340.873,15065365.088,1628.479,-1033.185,-2281.855,27493.908,-0.001,22312366.758,1.199,-2357.21,9.089,4.273
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,25,GAL_E5A,1303758645354192128,1462624.395,-22772589.291,18857850.297,1096.681,-1543.329,-1948.535,-159597.856,-0.0,24308610.687,0.6,-2356.138,6.684,3.023
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,24,GPS_L1,1303758645362402149,-16274764.064,-1553983.363,20745393.435,-648.787,-2615.217,-657.456,13505.846,0.008,21847308.312,1.799,0.0,4.346,3.845
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,28,GPS_L1,1303758645362197096,4668014.917,-19016048.331,18591744.775,1875.946,-1225.641,-1758.591,173629.036,-0.0,21908781.655,2.998,0.0,4.207,3.47
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,36,GAL_E1,1303758645353931253,-8405331.773,-27927764.348,5015408.165,54.289,524.852,3015.601,-60071.956,-0.002,24386819.045,5.096,-227.729,4.021,3.167
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,6,GPS_L5,1303758645360671205,-6103372.948,-25770923.228,-1476539.452,171.324,-232.305,3222.604,3363.17,0.001,22366232.268,1.499,-2357.21,9.757,4.364
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,1,GPS_L1,1303758645353755772,14080813.075,-3889363.133,21915548.63,553.723,2784.975,170.516,210752.212,-0.004,24439426.925,9.294,0.0,7.437,16.057
2021-04-29-US-SJC-2,Pixel4,1303758646435,1,30,GPS_L1,1303758645355629002,79182.981,-25717895.052,-6070227.782,490.201,712.712,-3008.381,-125768.629,-0.002,23877846.699,8.094,0.0,8.057,8.01
2021-04-29-US-SJC-2,Pixel4,1303758646435,6,7,GAL_E1,1303758645341013690,-14501465.638,13721011.818,21868711.369,-2173.956,-268.867,-1272.583,-159396.697,-0.001,28259407.008,4.197,-227.729,7.038,17.689
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,8,GAL_E5A,1303758646351725967,-28325131.694,2287627.977,8315456.162,-832.943,-51.988,-2824.079,1801745.364,-0.002,25047947.156,1.499,-2357.017,11.646,7.319
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,11,GAL_E1,1303758646358760324,5833268.764,-20540672.012,20480785.344,726.48,1928.786,1728.585,1810534.337,-0.013,22939099.98,4.797,-228.057,4.251,3.514
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,30,GPS_L5,1303758646355634768,79673.237,-25717182.162,-6073236.115,490.304,713.059,-3008.25,-125769.517,-0.002,23876118.096,2.998,-2361.146,14.452,8.013
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,1,GPS_L5,1303758646353761767,14081366.888,-3886578.149,21915718.909,553.897,2784.959,170.038,210750.99,-0.004,24437629.67,2.398,-2361.146,13.337,16.066
2021-04-29-US-SJC-2,Pixel4,1303758647435,3,16,GLO_G1,1303758646355515844,9858179.207,-23374325.497,-3287560.78,-280.148,373.424,-3509.624,-4327.654,-0.0,23911770.614,8.094,1131.849,10.009,17.137
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,13,GPS_L1,1303758646358263471,-22778426.482,-13504956.305,-2970334.352,430.484,-60.76,-3153.264,37749.874,0.002,23088052.762,5.696,0.0,6.101,5.436
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,2,GAL_E5A,1303758646355236533,-14379819.763,-8342383.935,24485445.492,1507.935,-1941.384,225.336,64647.865,0.001,23995505.945,3.598,-2357.017,6.32,2.964
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,25,GAL_E1,1303758646354184515,1463720.948,-22774132.573,18855901.632,1096.44,-1543.26,-1948.825,-159597.026,-0.0,24310893.007,2.398,-228.057,3.728,3.023
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,17,GPS_L1,1303758646364736431,-1340706.816,-16067172.717,21532241.273,2453.858,944.651,875.282,130238.677,0.003,21147508.173,2.698,0.0,3.542,2.918
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,24,GPS_L5,1303758646362411428,-16275412.915,-1556598.545,20744735.747,-648.903,-2615.097,-657.905,13505.189,0.008,21844526.537,3.298,-2361.146,7.793,3.844
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,15,GPS_L1,1303758646356247455,-26265781.977,-2579677.746,3993912.145,-462.643,-457.518,-3025.437,-45813.413,0.001,23692439.154,4.797,0.0,6.39,6.604
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,24,GAL_E5A,1303758646340524813,17317294.789,-23975473.386,1477341.08,9.913,-181.763,-3032.451,-261875.86,-0.006,28405968.646,2.398,-2357.017,18.242,18.981
2021-04-29-US-SJC-2,Pixel4,1303758647435,3,9,GLO_G1,1303758646367958174,1134798.365,-21843764.982,13078179.913,529.71,-1711.866,-2914.774,-2877.061,0.001,20181653.92,5.096,1131.849,3.812,3.162
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,19,GPS_L1,1303758646368386622,-10619600.38,-17335526.237,16864375.554,2046.255,787.846,2052.884,-1929.879,0.001,20053208.441,3.598,0.0,3.142,2.487
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,30,GAL_E5A,1303758646346123889,-22249018.97,10676308.227,16323560.856,1063.819,-1250.589,2267.461,894982.977,-0.009,26727407.889,2.998,-2357.017,12.537,11.798
2021-04-29-US-SJC-2,Pixel4,1303758647435,5,23,BDS_B1I,1303758646362434352,-9611435.047,-18927831.506,18116286.865,479.571,-2017.189,-1853.376,-268755.192,-0.002,21837654.095,4.797,-452.647,3.214,2.499
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,2,GAL_E1,1303758646355229443,-14379819.774,-8342383.921,24485445.49,1507.935,-1941.384,225.336,64647.498,0.001,23997631.474,2.698,-228.057,3.524,2.964
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,8,GAL_E1,1303758646351718890,-28325131.69,2287627.976,8315456.183,-832.943,-51.988,-2824.079,1801744.391,-0.002,25050068.787,5.096,-228.057,6.495,7.319
2021-04-29-US-SJC-2,Pixel4,1303758647435,5,25,BDS_B1I,1303758646355047263,1956524.596,-27628191.193,3489139.179,217.15,-369.376,-3040.009,-277241.043,0.002,24052247.664,5.696,-452.647,5.472,4.337
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,7,GAL_E5A,1303758646341021038,-14503639.556,13720743.04,21867438.609,-2173.85,-268.687,-1272.919,-159397.902,-0.001,28257204.133,1.499,-2357.017,12.622,17.687
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,2,GPS_L1,1303758646354694752,-13495671.694,-19539097.69,-11192768.063,-159.565,-1536.098,2721.653,-179883.195,-0.002,24157927.803,8.094,0.0,8.723,10.24
2021-04-29-US-SJC-2,Pixel4,1303758647435,5,28,BDS_B1I,1303758646358652607,-19805715.156,-19517966.712,2365569.632,276.648,94.402,3093.768,-24093.187,0.001,22971392.724,3.598,-452.647,4.37,3.437
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,11,GAL_E5A,1303758646358767413,5833268.769,-20540671.999,20480785.356,726.48,1928.786,1728.585,1810537.601,-0.013,22936974.751,1.199,-2357.017,7.622,3.514
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,6,GPS_L1,1303758646360665283,-6103201.593,-25771155.337,-1473316.851,171.388,-231.917,3222.635,3364.168,0.001,22368007.639,2.998,0.0,5.44,4.363
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,12,GPS_L1,1303758646353781020,-22654323.411,7727787.616,11100153.476,1019.748,-1056.713,2768.187,-10308.861,-0.002,24431857.765,5.096,0.0,7.269,12.634
2021-04-29-US-SJC-2,Pixel4,1303758647435,3,19,GLO_G1,1303758646364009334,5024531.292,-10158209.365,22848583.298,1853.69,2529.107,716.861,-42493.859,-0.0,21365486.37,4.797,1131.849,4.661,4.317
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,36,GAL_E5A,1303758646353939587,-8405277.398,-27927239.348,5018423.751,54.45,525.125,3015.524,-60073.19,-0.002,24384320.575,1.499,-2357.017,7.21,3.167
2021-04-29-US-SJC-2,Pixel4,1303758647435,3,21,GLO_G1,1303758646359002253,-17818624.808,-16261942.083,-8324566.482,-887.591,-750.311,3364.938,-61552.699,-0.001,22866571.49,2.398,1131.849,7.418,7.947
2021-04-29-US-SJC-2,Pixel4,1303758647435,5,11,BDS_B1I,1303758646358839049,3764485.175,-16298322.207,22400159.112,1905.814,1684.604,904.633,93657.49,0.007,22915498.819,2.998,-452.647,4.178,3.431
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,24,GAL_E1,1303758646340517705,17317294.79,-23975473.386,1477341.102,9.913,-181.763,-3032.451,-261876.778,-0.006,28408099.57,8.094,-228.057,10.173,18.981
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,14,GPS_L1,1303758646360841558,8269673.401,-20232374.005,15063083.093,1628.196,-1033.099,-2282.176,27492.024,-0.001,22315161.724,11.992,0.0,5.069,4.274
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,14,GPS_L5,1303758646360849576,8269673.414,-20232374.013,15063083.075,1628.196,-1033.099,-2282.176,27493.907,-0.001,22312757.988,0.899,-2361.146,9.091,4.274
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,25,GAL_E5A,1303758646354191601,1463720.954,-22774132.584,18855901.618,1096.441,-1543.26,-1948.825,-159597.857,-0.0,24308768.678,0.6,-2357.017,6.685,3.023
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,24,GPS_L1,1303758646362403626,-16275412.91,-1556598.524,20744735.753,-648.903,-2615.097,-657.905,13505.854,0.008,21846865.518,1.799,0.0,4.346,3.844
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,28,GPS_L1,1303758646362196200,4669890.737,-19017273.967,18589985.997,1875.697,-1225.631,-1758.968,173629.036,-0.0,21909050.269,2.998,0.0,4.207,3.471
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,36,GAL_E1,1303758646353932496,-8405277.404,-27927239.359,5018423.731,54.45,525.125,3015.524,-60071.958,-0.002,24386446.403,5.096,-228.057,4.021,3.167
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,6,GPS_L5,1303758646360673090,-6103201.592,-25771155.338,-1473316.826,171.388,-231.917,3222.635,3363.171,0.001,22365667.159,1.199,-2361.146,9.756,4.363
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,1,GPS_L1,1303758646353753838,14081366.884,-3886578.171,21915718.907,553.897,2784.959,170.038,210752.208,-0.004,24440006.724,10.493,0.0,7.437,16.066
2021-04-29-US-SJC-2,Pixel4,1303758647435,1,30,GPS_L1,1303758646355626728,79673.233,-25717182.168,-6073236.09,490.304,713.059,-3008.25,-125768.631,-0.002,23878528.427,11.992,0.0,8.059,8.013
2021-04-29-US-SJC-2,Pixel4,1303758647435,6,7,GAL_E1,1303758646341013971,-14503639.541,13720743.041,21867438.618,-2173.85,-268.688,-1272.919,-159396.698,-0.001,28259322.766,3.598,-228.057,7.039,17.687
2021-04-29-US-SJC-2,Pixel4,1303758648435,6,8,GAL_E5A,1303758647351724948,-28325964.498,2287576.037,8312632.022,-832.667,-51.89,-2824.207,1801745.362,-0.002,25048252.644,1.799,-2352.882,11.648,7.32
2021-04-29-US-SJC-2,Pixel4,1303758648435,6,11,GAL_E1,1303758647358759833,5833995.355,-20538743.177,20482513.771,726.703,1928.887,1728.27,1810534.324,-0.013,22939247.178,6.296,-223.142,4.251,3.514
2021-04-29-US-SJC-2,Pixel4,1303758648435,1,30,GPS_L5,1303758647355632520,80163.591,-25716468.931,-6076244.292,490.407,713.406,-3008.118,-125769.519,-0.002,23876792.029,3.298,-2352.617,14.455,8.016
